VideoName,Class,StartTime,EndTime,Id
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,004519,004543,35
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,004543,004616,36
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,004616,004735,37
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,004735,004835,38
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,004835,004857,39
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,004857,005007,40
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,005007,005028,41
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,005028,005009,42
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,005009,005457,43
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,conf,005457,005511,44
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,005511,005524,45
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,conf,005524,005556,46
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,005556,010506,47
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,010506,010524,48
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,010524,010743,49
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,conf,010743,010823,50
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,010823,010843,51
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,010843,010851,52
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,010851,012333,53
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,012333,012355,54
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,012355,012409,55
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,012409,012809,56
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,012809,012817,57
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,conf,012817,012903,58
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,012903,013249,59
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,013249,013334,60
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,013334,013450,61
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,013450,013946,62
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,013946,013959,63
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,013959,014141,64
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,014141,014224,65
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,014224,014640,66
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,014640,014706,67
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,014706,014828,68
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,014828,014846,69
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,014846,015241,70
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,015241,015606,71
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,015606,015714,72
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,015714,015734,73
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,015734,015810,74
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,015810,015835,75
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,015835,020101,76
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,020101,020538,77
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,020538,020558,78
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,020558,020649,79
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,020649,020708,80
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,020708,020729,81
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,020729,020923,82
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,020923,021001,83
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,021001,021121,84
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,conf,021121,021352,85
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,021352,021424,86
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,021424,021520,87
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,021520,021624,88
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,021624,022052,89
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,nada,022052,022128,90
SVTab17-001_OK/OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,tubo,022128,034559,91
