VideoPath,Report,DVD,VideoName,EventId,FrameTime,AbsoluteFrameNumber,RelativeFrameNumber,Tags,FramePath
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,429,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME429 ondl.jpg
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,447,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME447 ondl.jpg
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,45,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME45 ondl.jpg
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,51,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME51 ondl.jpg
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,57,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME57 ondl.jpg
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,75,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME75 ondl.jpg
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,81,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME81 ondl.jpg
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,87,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME87 ondl.jpg
FSll16-224_OK/DVD-1/VIDEO_TS/VTS_01_2,FSll16-224_OK,1,VTS_01_2,3,,,9,limpo-ondl,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-1\VIDEO_TS\VTS_01_2\Tubo_ondulacao_limpo\DVD-1-VIDEO_TS-VTS_01_2 ID3 FRAME9 ondl.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,117,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME117 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,129,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME129 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,150,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME150 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,155,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME155 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,161,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME161 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,21,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME21 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,3,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME3 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,31,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME31 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,34,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME34 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,40,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME40 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,56,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME56 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,6,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME6 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,72,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME72 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,8,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME8 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,89,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME89 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_3,FSll16-224_OK,3,VTS_01_3,1,,,95,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_3\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_3 ID1 FRAME95 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,1,,,15,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID1 FRAME15 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,1,,,5,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID1 FRAME5 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,12,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME12 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,24,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME24 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,30,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME30 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,42,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME42 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,48,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME48 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,60,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME60 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,66,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME66 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,70,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME70 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,80,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME80 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,82,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME82 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,85,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME85 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,86,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME86 repr.jpg
FSll16-224_OK/DVD-3/VIDEO_TS/VTS_01_4,FSll16-224_OK,3,VTS_01_4,2,,,87,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\FSll16-224_OK\DVD-3\VIDEO_TS\VTS_01_4\Tubo_Evento\DVD-3-VIDEO_TS-VTS_01_4 ID2 FRAME87 repr.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,1,,,3,evento-cruz,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID1 FRAME3 cruz.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,1,,,32,evento-cruz,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID1 FRAME32 cruz.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,1,,,39,evento-cruz,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID1 FRAME39 cruz.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,2,,,25,evento-cruz,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID2 FRAME25 cruz.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,4,,,3,evento-cruz,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID4 FRAME3 cruz.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,4,,,9,evento-cruz,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID4 FRAME9 cruz.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,5,,,202,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID5 FRAME202 repr.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,5,,,225,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID5 FRAME225 repr.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,5,,,233,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID5 FRAME233 repr.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,5,,,243,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID5 FRAME243 repr.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,5,,,245,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID5 FRAME245 repr.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,5,,,257,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID5 FRAME257 repr.jpg
TCOpm16-140_OK/DVD-1/VTS_01_2,TCOpm16-140_OK,1,VTS_01_2,5,,,286,evento-repr,..\datasets\all_datasets\dataset_registro_de_eventos\TCOpm16-140_OK\DVD-1\VTS_01_2\Tubo_Evento\DVD-1-VTS_01_2 ID5 FRAME286 repr.jpg
