VideoName,Class,StartTime,EndTime,Id,Tags
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002208,002419,27,flange-zoomperto-zoomlonge
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002421,002431,28,flange-anodo
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002438,002655,29,flange-zoom
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,002656,002727,30,anodo-pecas
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,002728,002819,31,beirada
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002823,002832,32,flange-anodo-longe
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,002840,002846,33,beirada
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002850,002905,34,anodo
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,002910,004710,35,dutolivre
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,004712,005200,36,transicaoenterramento
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,005205,005355,37,enterramentosuave
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,005357,005505,38,enterramento
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,005510,005723,39,enterramento-zoomdistante-trincheirafraca
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,005728,005910,40,enterramentogrande-zoomdistante-trincheirafraca
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,005913,010002,41,enterramentocompleto-zoomdistante-trincheirafraca
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010004,010010,42,enterramento-trincheirainicio
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010011,010058,43,enterramento-trincheira
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010102,010300,44,enterramentocompleto-trincheira
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,010302,010339,45,suspenscao
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010341,010405,46,suspenscaoparcial
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,010410,010455,47,suspenscao
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010510,010545,48,trincheiraescura-dificil
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010547,010637,49,trincheira-dificil
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010642,010647,50,enterramento-trincheira
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010648,010656,51,enterramentolixo
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010657,010734,52,enterramento-trincheira
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010737,010759,53,enterramentolixo
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010801,010834,54,enterramento-trincheirafinal
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010836,010930,55,enterramentosuave
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010935,011039,56,enterramentoleve
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,011042,011050,57,suspenscao
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,011100,011811,58,enterramento
