VideoName,Class,StartTime,EndTime,Id,Obs
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,014730,014732,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,014735,014738,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,014742,014745,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,014821,014824,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,014847,014851,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,014855,014901,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,014903,014907,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,014916,014925,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,014926,014933,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,015012,015014,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,015213,015214,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,015221,015225,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,015227,015229,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,015236,015238,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,trin,015948,015952,09
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,trin,020158,020206,09
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,ente,021423,021431,10
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,ente,021438,021450,10
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,ente,021509,021517,10
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,trin,021527,021537,11
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,021653,021700,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,021732,021754,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,021759,021805,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,021823,021830,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,021838,021839,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,021841,021842,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,021844,021847,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,021850,021900,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,cruz,021903,021904,08
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,021906,021907,07
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,alte,021941,021957,12
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,alte,022003,022013,12
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,alte,022017,022023,12
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,alte,022218,022222,12
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,alte,022230,022234,12
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,022829,022832,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,022834,022837,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,022840,022841,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,022854,022855,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,022911,022912,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,022919,022926,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,022946,022948,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,022953,022956,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,022958,023004,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023012,023013,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023040,023041,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023046,023058,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023109,023112,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023115,023118,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023122,023124,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023131,023142,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023145,023149,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023150,023152,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023153,023154,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023228,023233,15
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023241,023242,16
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023247,023251,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023302,023315,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023330,023338,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023355,023412,16
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023417,023424,16
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023432,023434,16
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023437,023440,16
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023442,023450,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023451,023453,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023454,023456,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023458,023502,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023503,023504,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023507,023508,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023509,023510,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023513,023515,17,escala bem diferente
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023529,023543,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023555,023603,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023611,023614,13
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023615,023626,14
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023630,023636,18,escala diferente
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023638,023649,19
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,gaio,023653,023706,18
OS-6000427923 - SVTab17-001 - Rev. 0 - COMPLETO - 23-04-2017,dano,023711,023712,13
