VideoName,Class,StartTime,EndTime,Id,Tags
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,001837,002120,25,flange-zoom-ponteira-longo-parado
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,002130,002205,26,flange-muitozoom
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002208,002419,27,flange-zoomperto-zoomlonge-erro1
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002421,002431,28,flange-anodo-erro1
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002438,002655,29,flange-zoom-ponteira-erro1
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,002656,002727,30,anodo-pecas
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,002728,002819,31,beirada
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002823,002832,32,flange-anodo-longe
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,002840,002846,33,beirada
FSll16-224_OK/DVD-3/VTS_01_1.mp4,evto,002850,002905,34,anodo
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,002910,002935,35,dutolivre-erro2
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,002940,004710,36,dutolivre
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,004712,005200,37,transicaoenterramento
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,005205,005355,38,enterramentosuave-erro1
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,005357,005505,39,enterramento-erro1
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,005510,005723,40,enterramento-zoomdistante-trincheirafraca-erro1-erro2
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,005728,005910,41,enterramentogrande-zoomdistante-trincheirafraca
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,005913,010002,42,enterramentocompleto-zoomdistante-trincheirafraca
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010004,010010,43,enterramento-trincheirainicio
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010011,010058,44,enterramento-trincheira
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010102,010300,45,enterramentocompleto-trincheira-erro1
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,010302,010339,46,suspensao
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010341,010405,47,suspensaoparcial-erro1-erro2
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nada,010410,010455,48,suspensao-erro1-erro2
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010510,010545,49,trincheiraescura-dificil-erro1-erro2
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010547,010637,50,trincheira-dificil-erro1
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010642,010647,51,enterramento-trincheira-erro2
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010648,010656,52,enterramentolixo-erro1
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010657,010734,53,enterramento-trincheira-erro2
FSll16-224_OK/DVD-3/VTS_01_1.mp4,conf,010737,010759,54,enterramentolixo
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010801,010834,55,enterramento-trincheirafinal-erro2
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010836,010930,56,enterramentosuave
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,010935,011039,57,enterramentoleve
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,011042,011050,58,suspensao
FSll16-224_OK/DVD-3/VTS_01_1.mp4,nevt,011100,011811,59,enterramento
